Year,Delivering_Country,Receiving_Countries,Diplomacy_category,Comments,Source,Latitude,Longitude,Colour
2019,Australia,Fiji,Maritime Security,Groundbreaking support for Fiji's maritime capability,https://www.minister.defence.gov.au/media-releases/2019-12-03/groundbreaking-support-fijis-maritime-capability,-18.13036207,178.4258034,Specific
2023,Australia,Papua New Guinea,Training,PNG-Australia Partnership,https://twitter.com/ADFinPNG/status/1652965112406495237,-9.346911367,147.2814314,Specific
2023,Australia,Solomon Islands,MIL-POL Engagement,RSIPF officers gradauted from Australian War College,https://www.facebook.com/100064571687107/posts/a-bigfala-welkam-back-and-congratulations-to-nevol-and-lionel-rsipf-superintende/732945652201151/,-9.432553597,159.9315249,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,Repairs bring a spark to community,https://www.defence.gov.au/news-events/news/2023-09-26/repairs-bring-spark-community,-2.038138967,147.3721,Specific
2022,Australia,Fiji,Defence Infrastructure,Lami locals voice concern over Australian-funded Fiji defence facility being built in residential area,https://www.abc.net.au/news/2022-08-19/fiji-lami-naval-maritime-facility-australian-funded/101341428,-18.11021685,178.4034588,Specific
2020,United Kingdom,Fiji,Training,South Pacific Strategic Leadership Program delivered across six time zones,https://www.cranfield.ac.uk/press/news-2020/south-pacific-strategic-leadership-programme-delivered-across-six-time-zones,,,Broad
2023,United States of America,Papua New Guinea,Public Diplomacy,The United States Marine Corps at the US Embassy in Port Moresby celebrates 248th anniversary,https://www.linkedin.com/posts/amchamcoralsea_amcham-amchamcoralsea-usmarinecorps-activity-7127950380960792576-b_Fl/?utm_source=share&utm_medium=member_android,-9.449416343,147.1797647,Specific
2023,Australia,Solomon Islands,Sports Diplomacy (Defence),Solomon Islands Police Fully Prepared for Pacific Games,https://www.miragenews.com/solomon-islands-police-fully-prepared-for-1112152/,-9.429930201,159.9428528,Specific
2022,Australia,Tonga,HADR – Disaster Response,HMAS Canberra arrives in Tonga,https://www.defence.gov.au/news-events/news/2022-03-02/hmas-canberra-arrives-tonga,-21.13152421,-175.1981255,Specific
2023,France,Vanuatu,HADR – Disaster Response,French Navy delivered 25 tons of humanitarian aid to Tanna after Cyclones,https://www.dailypost.vu/news/french-navy-delivered-25-tons-of-humanitarian-aid-to-tanna-after-cyclones/article_061e8620-45a6-5287-b4d0-a24a8abb143d.html,-17.75563118,168.3058885,Specific
2019,France,Tonga,Training,Multi-national military training in Tongatapu,https://matangitonga.to/2019/08/12/multi-national-military-training-tongatapu,-21.1463177,-175.2527258,Specific
2022,Australia,Papua New Guinea,Defence Infrastructure,Sapper living his dream,https://www.defence.gov.au/news-events/news/2022-09-29/sapper-living-his-dream,-9.348855835,147.2720614,Specific
2020,New Zealand,Fiji,HADR – Disaster Response,New Zealand to fly relief supplies to Fiji ,https://www.beehive.govt.nz/release/new-zealand-fly-relief-supplies-fiji,-17.75682417,177.451834,Specific
2023,United States of America,Fiji,Military Exercises,The Pacific Partnership 2023 Rock Band wowed audiences around Suva with their songs,https://twitter.com/fijitimes/status/1720672182618226955,-18.14689336,178.4248958,Specific
2018,Australia,Papua New Guinea,MIL-POL Engagement,Australian Special Forces to Help Secure APEC Summit,https://www.voanews.com/a/australian-special-forces-to-help-secure-apec-summit/4573775.html,-9.465387809,147.139948,Specific
2023,United States of America,Solomon Islands,Public Diplomacy,Pacific Partnership 24-1 Band Performs in the Solomon Islands,https://www.dvidshub.net/news/458516/pacific-partnership-24-1-band-performs-solomon-islands,-9.436249211,159.9634247,Specific
2021,Australia,Papua New Guinea,Maritime Security,Australia delivers maritime defence capability boost for Papua New Guinea ,https://www.defence.gov.au/news-events/releases/2021-06-25/australia-delivers-maritime-defence-capability-boost-papua-new-guinea,###############################################################################################################################################################################################################################################################,147.1512913,Specific
2020,New Zealand,Vanuatu,Defence Infrastructure,New Zealand Defence Force donates rapid response equipment to VMF Engineers,https://www.dailypost.vu/news/new-zealand-defence-force-donates-rapid-response-equipment-to-vmf-engineers/article_1a6c1fc2-37d7-11eb-b2f2-ffa2fd6c4d5a.html,-17.73407035,168.3149079,Specific
2023,China,Vanuatu,MIL-POL Engagement,Chinese government donates VT34.43 million worth of Police supplies to VPF,https://www.dailypost.vu/news/chinese-government-donates-vt34-43-million-worth-of-police-supplies-to-vpf/article_d0cac375-3870-5cef-97d0-ccbfe6feefbc.html,-17.76201483,168.3096903,Specific
2021,Australia,Tonga,Training,Tongans' course reunites them with Aussie mates,https://www.defence.gov.au/news-events/news/2021-05-17/tongans-course-reunites-them-aussie-mates,-21.13273246,-175.2013167,Specific
2023,United States of America,Vanuatu,HADR – Disaster Response,The US Coast Guards and the VMF worked with NZ in providing essential supplies to affected areas in Vanuatu,https://twitter.com/NicciSimmondsNZ/status/1720170116309192741,-17.70082159,168.3208059,Specific
2023,China,Fiji,Maritime Security,Two Fijian navy shipriders onboard Chinese Naval Training Ship Qi Jiguang ,https://twitter.com/ChineseEmb_FJ/status/1699386395830407378?t=wCTd87xXyUBWuxM7BUTw3Q&s=03,-18.12998368,178.3956598,Specific
2023,France,Fiji,Visit Diplomacy (Defence),Senior French army officer welcomed to Fiji,https://twitter.com/ambafrancefj/status/1713127403302834510,-18.13667651,178.4136108,Specific
2023,Australia,Solomon Islands,MIL-POL Engagement,SIAF assists RSIPF and the 2023 Pacific Games with helicopter support,https://twitter.com/AusHCSols/status/1723509943461159346,-9.428535307,160.0502507,Specific
2023,United States of America,Papua New Guinea,HADR – Disaster Response,"US aims to improve infrastructure, disaster response ","https://www.postcourier.com.pg/us-aims-to-improve-infrastructure-disaster-response/#:~:text=THE%20US%20military%27s%20agreement%20with,of%20US%20Transportation%20Command%20said",,,Broad
2023,United States of America,Vanuatu,MIL-POL Engagement,SATMO team works alongside U.S. partners during beach cleanup in Vanuatu,https://www.army.mil/article/270379/satmo_team_works_alongside_u_s_partners_during_beach_cleanup_in_vanuatu,-17.73079214,168.3109013,Specific
2023,Australia,Tonga,Military Exercises,Tonga joins PNG and Fiji in Exercise Talisman Sabre 2023,https://islandsbusiness.com/news-break/png-fiji-tonga-participate-in-large-scale-military-exercise-in-australia/,,,Broad
2019,Australia,Fiji,Visit Diplomacy (Defence),Defence Task Group visits Fiji,https://www.defence.gov.au/news-events/releases/2019-11-28/defence-task-group-visits-fiji,-18.15191471,178.4202736,Specific
2023,United States of America,Papua New Guinea,HADR – Disaster Response,Pacific Partnership continues humanitarian mission,https://www.looppng.com/png-news/pacific-partnership-continues-humanitarian-mission-123402,-3.750974433,143.3761435,Specific
2023,France,Fiji,Visit Diplomacy (Defence),French naval vessel D'Entrecasteaux visits Fiji,https://twitter.com/ambafrancefj/status/1731513817556033885,-18.13605656,178.4236017,Specific
2023,New Zealand,Solomon Islands,Sports Diplomacy (Defence),NZDF contingent returns home after supporting Solomon Islands Pacific Games  ,https://www.nzdf.mil.nz/media-centre/news/nzdf-contingent-returns-home-after-supporting-solomon-islands-during-pacific-games/,-9.434662217,159.9726782,Specific
2023,Australia,Papua New Guinea,Military Exercises,Exercise Pukpuk,https://twitter.com/AusHCPNG/status/1654383848837488640,-2.061700396,147.4243633,Specific
2022,United States of America,Fiji,Military Exercises,Exercise Cartwheel 2022 begins,https://fj.usembassy.gov/exercise-cartwheel-2022-begins/,-17.76013723,177.4854108,Specific
2019,Australia,Tonga,Sports Diplomacy (Defence),Australian Defence Force strengthens sporting ties in Tonga,https://www.defence.gov.au/news-events/releases/2019-05-17/australian-defence-force-strengthens-sporting-ties-tonga,-21.14104666,-175.2070523,Specific
2023,China,Papua New Guinea,Visit Diplomacy (Defence),The People's Liberation Army Navy training vessel Qi Jiguang visits Port Moresby ,https://www.linkedin.com/posts/postcourierlive_the-peoples-liberation-army-navy-training-activity-7112228197248729088-WVwu/?utm_source=share&utm_medium=member_android,-9.428650799,147.1101233,Specific
2023,France,Vanuatu,HADR – Disaster Response,French medical team supports victims of TC Lola,https://twitter.com/jeangene_vilmer/status/1718176912231837819,-15.72262649,168.1866556,Specific
2023,Australia,Fiji,Visit Diplomacy (Defence),Australian War College delegation met with high-ranking Fijian officials ,https://twitter.com/EroniDuaibe/status/1704573801873424888,-18.14604493,178.4223149,Specific
2020,Australia,Tonga,Defence Infrastructure,Australia gifts second patrol boat to Tongan Navy,https://matangitonga.to/2020/11/04/australia-gifts-patrolboat,-21.13849772,-175.177093,Specific
2023,United States of America,Papua New Guinea,Maritime Security,US-PNG concludes historic patrol,https://www.looppng.com/png-news/us-png-conclude-historic-patrol-122769,-9.198592653,149.6852998,Specific
2019,New Zealand,Fiji,Training,COS visits New Zealand Defense Force Cadets,https://www.rfmf.mil.fj/cos-visits-new-zealand-defense-force-cadets/,-17.79178136,177.6340392,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,PNG-Australia Partnership,https://twitter.com/ADFinPNG/status/1652066925927858176,-9.352030088,147.2726939,Specific
2023,United Kingdom,Fiji,Visit Diplomacy (Defence),UK's Defence Chief visited Fiji's Defence Chief,https://twitter.com/RFMF_Defence/status/1719074335183577224,-18.11294853,178.4579122,Specific
2023,Australia,Fiji,Visit Diplomacy (Defence),Navy to navy talks,https://twitter.com/FijiNavy/status/1686965234689617920,-18.14747842,178.4240865,Specific
2023,Japan,Papua New Guinea,HADR – Disaster Response,Pacific leaders plan disaster relief strategy,https://www.defence.gov.au/news-events/news/2023-10-03/pacific-leaders-plan-disaster-relief-strategy,-9.470884865,147.1843372,Specific
2018,Australia,Papua New Guinea,Defence Cooperation,Australian Navy Arrives in Port Moresby for APEC 2018,https://www.minister.defence.gov.au/media-releases/2018-11-02/australian-navy-arrives-port-moresby-apec-2018,-9.471211246,147.1427972,Specific
2023,Australia,Solomon Islands,Military Medical Diplomacy,"ADF, RNZAF support airlifting of medical supplies",https://www.solomonstarnews.com/adf-rnzaf-support-airlifting-of-medical-supplies/,-9.09734466,160.1487662,Specific
2021,Japan,Vanuatu,MIL-POL Engagement,Japan-Vanuatu Goodwill Exercise 2021,https://www.mod.go.jp/msdf/en/release/202109/20210910.pdf,-17.7555744,168.3123486,Specific
2019,New Zealand,Fiji,Visit Diplomacy (Defence),NZDI Visit HQRFMF,https://www.rfmf.mil.fj/nzdi-visit-hqrfmf/,-18.14953219,178.42867,Specific
2023,Australia,Papua New Guinea,Training,Operator maintenance,https://twitter.com/ADFinPNG/status/1667091524390363136,-9.470899678,147.151324,Specific
2023,Australia,Solomon Islands,Training,Delivering life-saving training skills,https://www.defence.gov.au/news-events/news/2023-10-23/delivering-life-saving-training-skills,-9.433274,159.933352,Specific
2018,New Zealand,Papua New Guinea,Visit Diplomacy (Defence),Proposed overseas travel: Hon Ron Mark: Papua New Guinea – 06/03 to 09/03 2018,https://www.defence.govt.nz/publications/publication/2018-proposed-overseas-travel-hon-ron-mark,-9.428044124,147.1923415,Specific
2020,Australia,Fiji,Defence Infrastructure,Guardian-class Patrol Boat handover ceremony – RFNS Savenaca,https://www.minister.defence.gov.au/speeches/2020-03-06/guardian-class-patrol-boat-handover-ceremony-rfns-savenaca,,,Broad
2022,Australia,Solomon Islands,Maritime Security,Solomon Islands Infrastructure Sub-Program,https://www.defence.gov.au/defence-activities/programs-initiatives/pacific-engagement/border-patrol-boat-outpost,-6.867534574,156.0737591,Specific
2023,Japan,Fiji,Defence Infrastructure,Japan to Provide Fiji with Small Patrol Boats under OSA Program,https://japannews.yomiuri.co.jp/politics/defense-security/20231216-156084/,-18.13800485,178.4250151,Specific
2021,Australia,Fiji,HADR – Disaster Response,ADF and Fiji military strengthens vuvale partnership,https://www.fbcnews.com.fj/news/adf-assistance-strengthens-vuvale-partnership/,-16.66944001,178.7202995,Specific
2023,Australia,Papua New Guinea,Military Exercises,The ADF Special Operations Command welcomed partners from across the Indo–Pacific,https://twitter.com/DefenceAust/status/1726533405234364767?t=FmliMJQ-HyEvMX8iTOADXw&s=03,,,Broad
2023,United States of America,Solomon Islands,Arms control,Addressing war legacies through unexploded ordnance (UXO) assistance,https://www.whitehouse.gov/briefing-room/statements-releases/2023/09/25/fact-sheet-enhancing-the-u-s-pacific-islands-partnership/,-9.549689189,159.6632997,Broad
2023,Australia,Papua New Guinea,Training,PNG officer reunited with Australian soldiers ,https://www.defence.gov.au/news-events/news/2023-03-17/png-officer-reunited-australian-soldiers,-9.4697106,147.1857039,Specific
2022,New Zealand,Tonga,Visit Diplomacy (Defence),Two NZ navy ships in Tonga,https://matangitonga.to/2022/08/08/two-nz-navy-ships-tonga,-21.13173242,-175.192509,Specific
2018,Australia,Vanuatu,MIL-POL Engagement,Australian Navy Chief visits Vanuatu's Police Maritime Wing,https://police.gov.vu/media-news/news/177-chief-blong-navy-blong-australia-i-visitim-pmw,-17.75518954,168.3116626,Specific
2020,Australia,Papua New Guinea,Training,PNGDF Long Range Reconnaissance Unit trains alongside the ADF ,https://twitter.com/ADFinPNG/status/1285168195289006081?s=20,-9.348746502,147.2851471,Specific
2023,New Zealand,Tonga,Maritime Security,RNZAF regional surveillance part of efforts to tackle illegal fishing,https://matangitonga.to/2023/11/09/rnzaf-regional-surveillance-tackle-illegal-fishing,-19.27090023,-174.3475293,Specific
2023,France,Papua New Guinea,HADR – Disaster Response,Pacific leaders plan disaster relief strategy,https://www.defence.gov.au/news-events/news/2023-10-03/pacific-leaders-plan-disaster-relief-strategy,-9.470884865,147.1843372,Specific
2023,Papua New Guinea,Fiji,Training,The PNGDF and Fijian military personnel participated in industrial training ,https://www.linkedin.com/posts/pngdf-force-support-battalion_armylogistics-activity-7113456895557861376-slZ4/?utm_source=share&utm_medium=member_android,-9.433355362,147.0890272,Specific
2021,Australia,Fiji,HADR – Disaster Response,Fijian engineers support flood recovery,https://www.defence.gov.au/news-events/news/2021-04-07/fijian-engineers-support-flood-recovery,,,Broad
2022,Australia,Tonga,HADR – Disaster Response,Farewell acknowledges work of Pacific family,https://www.defence.gov.au/news-events/news/2022-03-18/farewell-acknowledges-work-pacific-family,-21.13152421,-175.1981255,Specific
2022,China,Tonga,HADR – Disaster Response,Mobile medical lab safeguards service members on disaster relief mission to Tonga,http://eng.chinamil.com.cn/CHINA_209163/MOOTW/DisasterRelief/News_209175/15939830.html,-21.13662696,-175.1785011,Specific
2022,New Zealand,Fiji,Training,WO2 Kamal Singh meets Instructor after 24 years,https://www.rfmf.mil.fj/%f0%9d%97%aa%f0%9d%97%a2%f0%9d%9f%ae-%f0%9d%97%9e%f0%9d%97%94%f0%9d%97%a0%f0%9d%97%94%f0%9d%97%9f-%f0%9d%97%a6%f0%9d%97%9c%f0%9d%97%a1%f0%9d%97%9a%f0%9d%97%9b-%f0%9d%97%a0%f0%9d%97%98%f0%9d%97%98/,-18.02647156,178.5394381,Specific
2023,Australia,Fiji,Training,RFNS Kikau ship’s company successfully passed the Mariner Skills Evaluation training ,https://twitter.com/FijiNavy/status/1735854561733255197?t=lVOFSW3BgUGulggz7gwM-Q&s=03,-18.12988288,178.4260248,Specific
2023,China,Tonga,Military Medical Diplomacy,Chinese naval hospital ship Peace Ark provides medical service in Tonga,http://eng.chinamil.com.cn/CHINA_209163/TopStories_209189/16241229.html,-21.12911749,-175.1978391,Specific
2022,New Zealand,Fiji,Military Exercises,NZ Army in large scale military exercise in Fiji,https://www.youtube.com/watch?v=kuOr90K0JIg,-17.80156194,177.6383162,Specific
2023,New Zealand,Solomon Islands,Training,"NZ Police and RSIPF deliver 5 Step Mindset training programme at Rove Academy, Honiara",https://www.rsipf.gov.sb/?q=node/2753,-9.434203,159.932107,Specific
2023,Australia,Papua New Guinea,Training,RAAF C-27 Spartan aids PNG,https://www.contactairlandandsea.com/2023/10/11/extending-a-helping-hand/,-5.419749258,154.6755254,Specific
2022,China,Papua New Guinea,Defence Infrastructure,China funds construction of new military hospital at Papua New Guinea's Taurama Barracks,https://www.abc.net.au/news/2022-12-23/china-build-military-hospital-barracks-papua-new-guinea/101794868,-9.507318466,147.2312027,Specific
2023,Australia,Papua New Guinea,Training,International cadet returns to Duntroon as instructor,https://www.defence.gov.au/news-events/news/2023-08-03/international-cadet-returns-duntroon-instructor,-3.558586821,143.6990308,Specific
2022,New Zealand,Tonga,Military Exercises,Tonga's coastal landscape to be surveyed by RNZN hydrographers ,https://matangitonga.to/2022/07/28/tongas-coastal-landscape-be-surveyed-nz-hydrographers,-21.0973997,-175.2863526,Specific
2022,Australia,Fiji,Military Exercises,Fijian infantrymen set the standard ,https://www.defence.gov.au/news-events/news/2022-07-28/fijian-infantrymen-set-standard,,,Broad
2022,Australia,Fiji,Defence Infrastructure,Maritime Essential Services Centre (Fiji),https://www.defence.gov.au/defence-activities/programs-initiatives/pacific-engagement/maritime-essential-services-centre-fiji,-18.11025608,178.4043804,Specific
2023,Australia,Solomon Islands,MIL-POL Engagement,RAN ship HMAS Choules in Honiara to support Solomon Islands to deliver a safe and secure Pacific Games,https://twitter.com/AusHCSols/status/1722524427626430602,-9.428463412,159.9563715,Specific
2023,France,Vanuatu,Visit Diplomacy (Defence),FANC Officiel Commander's first offcial visit to Vanuatu,https://twitter.com/jeangene_vilmer/status/1735605657691451538,-17.73142751,168.3117245,Specific
2018,Australia,Papua New Guinea,Defence Cooperation,Defence supports PNG security effort for APEC 2018,https://www.minister.defence.gov.au/media-releases/2018-10-12/defence-supports-png-security-effort-apec-2018,-9.48372365,147.1509388,Specific
2023,United Kingdom,Tonga,Visit Diplomacy (Defence),The British Minister for Indo-Pacific visits Tonga,https://twitter.com/UK_DA_Pacific/status/1726799852653162584?t=5dZHAQq_sz-tApOw8MH8-g&s=03,-21.13168516,-175.1985761,Specific
2020,Australia,Papua New Guinea,Training,ADF trains PNGDF Officers in Moem Barracks on Infantry Regimental Officers Basic Course  ,https://twitter.com/ADFinPNG/status/1300530603016683520?s=20,-3.561082243,143.7008834,Specific
2023,United States of America,Papua New Guinea,Maritime Security,USCGC Frederick Hatch concludes historic patrol on maritime security and fisheries patrol in PNG,https://www.dvidshub.net/news/458754/uscgc-frederick-hatch-concludes-historic-patrol-with-engagements-philippines-fisheries-enforcement-republic-palau-papua-new-guinea?utm_source=substack&utm_medium=email,-9.198592653,149.6852998,Specific
2023,Australia,Papua New Guinea,Training,Partnership sees first seamen graduate with trade certificates,https://www.postcourier.com.pg/partnership-sees-first-seamen-graduate-with-trade-certificate/,-9.486477474,147.1810778,Specific
2019,Australia,Vanuatu,MIL-POL Engagement,Australia forges closer ties with Vanuatu,https://www.minister.defence.gov.au/media-releases/2019-09-25/australia-forges-closer-ties-vanuatu,-13.57372489,167.4857859,Specific
2020,United Kingdom,Papua New Guinea,Visit Diplomacy (Defence),Foreign Defence Attaches and Advisers to PNG,https://twitter.com/CDF_PNGDF/status/1232174943367876608,-9.470271211,147.1850075,Specific
2021,United States of America,Papua New Guinea,Visit Diplomacy (Defence),Task Force Oceania,https://www.looppng.com/png-news/task-force-oceania-100592,-9.462682091,147.156497,Specific
2022,New Zealand,Tonga,HADR – Disaster Response,Fourth NZ Hercules flight scheduled for Tuesday,https://matangitonga.to/2022/01/31/fourth-nz-hercules-flight-scheduled-tuesday,-21.24390482,-175.1432152,Specific
2023,China,Tonga,Military Medical Diplomacy,Chinese naval hospital ship concludes visit to Tonga,http://eng.chinamil.com.cn/ARMEDFORCES/Navy/News_209162/16243266.html,-21.13573834,-175.1869499,Specific
2022,France,Papua New Guinea,Defence Cooperation,PNG and France sign security agreement,https://www.thenational.com.pg/png-and-france-sign-security-agreement/,-9.428065604,147.1912455,Specific
2023,United Kingdom,Fiji,Visit Diplomacy (Defence),UK Defence Attache in Fiji meets senior Fijian army officials,https://twitter.com/UK_DA_Pacific/status/1718055600821608865,-17.75983661,177.4457098,Specific
2023,New Zealand,Papua New Guinea,HADR – Disaster Response,NZDF delivers relief supplies to Bougainville,https://www.rnz.co.nz/international/pacific-news/495694/nzdf-delivers-supplies-for-volcano-affected-bougainville-communities,-5.420210801,154.6762576,Specific
2023,United States of America,Papua New Guinea,Visit Diplomacy (Defence),US-PNG Defence Cooperation Agreement,https://www.theguardian.com/world/2023/may/22/us-png-defence-security-agreement-papua-new-guinea-china-india-modi-pacific-militarisation-concerns,-9.483470041,147.1507826,Specific
2022,France,Fiji,HADR – Disaster Response,Ensuring readiness for high-risk weather ,https://www.defence.gov.au/news-events/news/2022-08-02/ensuring-readiness-high-risk-weather,-17.75917566,177.4841372,Specific
2020,Australia,Papua New Guinea,Training,An ADF advisor advises PNGDF cadets prior to their first command appointments in the military,https://twitter.com/ADFinPNG/status/1291484438740656128,-6.612010898,146.931235,Specific
2023,Australia,Fiji,Training,Australian Civ-Mil Centre supports Fiji to establish its National Emergency Response Team,https://twitter.com/AustCivMil/status/1678196031509471233,-17.62064242,177.4465848,Specific
2018,China,Vanuatu,Military Medical Diplomacy,Chinese naval hospital ship pays a second visit to Vanuatu,http://eng.chinamil.com.cn/CHINA_209163/Other/News_209166/15987863.html,-17.75379392,168.3034134,Specific
2023,China,Fiji,Visit Diplomacy (Defence),Chinese naval ship Qi Jiguang receives a warm reception in Fiji,https://twitter.com/ChineseEmb_FJ/status/1709888235705708833?t=gmQFj3Og33Q_T9aRwI7BlA&s=03,-18.13194509,178.4216213,Specific
2023,United States of America,Fiji,Visit Diplomacy (Defence),Fiji navy officer attends International Seapower Symposium in the U.S.,https://twitter.com/TNatuva/status/1704480741269074314?t=VoyK4R-HbgewVZTal0Omaw&s=03,,,Broad
2019,United States of America,Fiji,Training,Operation Cartwheel 2019 medical training,https://twitter.com/HELIPRO_FIJI/status/1161184568436596736,-17.77266457,177.3809499,Specific
2023,United States of America,Vanuatu,HADR – Disaster Response,USCG dispatches assistance to Vanuatu in cyclone’s aftermath,https://www.saipantribune.com/news/local/uscg-dispatches-assistance-to-vanuatu-in-cyclone-s-aftermath/article_c5ca13fa-7628-11ee-a17b-870038dfe21f.html,-17.69995069,168.3181002,Specific
2022,Australia,Fiji,Training,ADF and RFMF joint exercise,https://pina.com.fj/2022/03/14/adf-rfmf-joint-exercise-at-blackrock-zed-seselja/,-17.76016319,177.4840004,Specific
2021,Australia,Papua New Guinea,Visit Diplomacy (Defence),46th Anniversary celebrations for the PNGDF Air Transport Wing,https://twitter.com/ADFinPNG/status/1425624591536312320,-9.434641219,147.2203983,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,"Australia, Papua New Guinea Reach New Defence Partnership Milestone",https://www.miragenews.com/australia-papua-new-guinea-reach-new-defence-1115953/,-9.435680718,147.2204185,Specific
2022,Australia,Papua New Guinea,Military Medical Diplomacy,Working together to support PNG,https://www.defence.gov.au/news-events/news/2022-02-11/working-together-support-png,-6.949556275,146.6153017,Specific
2023,United States of America,Fiji,Military Exercises,The PacificPartnership23 joined the @RFMF_Defence and @FijiNavy band,https://twitter.com/USEmbassySuva/status/1718864805367620075,-18.13943559,178.4237695,Specific
2018,Australia,Tonga,HADR – Disaster Response,Australian Humanitarian Assistance to Tonga,https://www.minister.defence.gov.au/media-releases/2018-02-13/australian-humanitarian-assistance-tonga,-21.24253124,-175.1414329,Specific
2023,United States of America,Papua New Guinea,Defence Cooperation,The US and PNG sign New Defence Cooperation Agreement ,https://www.state.gov/the-united-states-and-papua-new-guinea-sign-new-defense-cooperation-agreement-and-an-agreement-concerning-counter-illicit-transnational-maritime-activity-operations/,-9.462459989,147.1562089,Specific
2023,Australia,Tonga,Defence Infrastructure,HMAF Taliai Camp Mess Hall gets makeover,https://matangitonga.to/2023/04/04/hmaf-taliai-camp-mess-hall-gets-makeover,-21.23977188,-175.1362898,Specific
2021,Australia,Papua New Guinea,Military Exercises,Exchange exercise strengthens partnership,https://www.defence.gov.au/news-events/news/2021-11-23/exchange-exercise-strengthens-partnership,-3.564649355,143.6987686,Specific
2018,Australia,Vanuatu,HADR – Disaster Response,Joint Task Group Indo-Pacific Endeavour 18 provides humanitarian assistance to Vanuatu,https://www.minister.defence.gov.au/media-releases/2018-06-08/joint-media-release-minister-defence-minister-foreign-affairs-and-minister-international-development-and-pacific-joint-task-group-indo-pacific-endeavour-18-provides-humanitarian-assistance-vanu,,,Broad
2022,Australia,Fiji,HADR – Disaster Response,Ensuring readiness for high-risk weather ,https://www.defence.gov.au/news-events/news/2022-08-02/ensuring-readiness-high-risk-weather,-17.75917566,177.4841372,Specific
2022,Australia,Solomon Islands,HADR – Disaster Response,RAN personnel rescue occupants of distressed SI police boat,https://www.bairdmaritime.com/work-boat-world/maritime-security-world/naval/royal-australian-navy-personnel-rescue-occupants-of-distressed-solomon-islands-police-boat/,-7.033333,155.7667,Specific
2022,Fiji,Tonga,HADR – Disaster Response,Fijians arrive to assist Tonga,https://www.defence.gov.au/news-events/news/2022-02-15/fijians-arrive-assist-tonga,-21.24635382,-175.1404764,Specific
2022,Japan,Tonga,Military Exercises,"Japan, Tonga navy hold first joint drill amid China tensions",https://www.scmp.com/news/asia/east-asia/article/3189917/japan-tonga-navy-hold-first-joint-drill-amid-china-tensions,-21.07744744,-175.2017165,Specific
2023,France,Vanuatu,Defence Infrastructure,"France navy ship unloads materials to renovate school facilities in Efaté, Vanuatu",https://twitter.com/jeangene_vilmer/status/1711262641124233685,-17.75608238,168.2993823,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,Building relationships in PNG,https://www.defence.gov.au/news-events/news/2023-09-25/building-relationships-png,-2.044708733,147.3636202,Specific
2022,Japan,Solomon Islands,Military Exercises,Japan-U.S.-Solomon Islands Goodwill Exercise,https://www.mod.go.jp/msdf/en/release/202208/20220809e.pdf,-9.693788389,159.1333313,Specific
2022,Australia,Papua New Guinea,Defence Infrastructure,Project builds ties with PNG,https://www.defence.gov.au/news-events/news/2022-12-16/project-builds-ties-png,-6.640783405,146.9898266,Specific
2023,Australia,Fiji,Visit Diplomacy (Defence),The RFN hosted RADM Jonathan Earley of the Australian Navy in Suva,https://twitter.com/FijiNavy/status/1686965234689617920,-18.14735697,178.422779,Specific
2022,China,Tonga,HADR – Disaster Response,Chinese naval ships arrive in Tonga with disaster relief supplies,http://eng.chinamil.com.cn/CHINA_209163/MOOTW/DisasterRelief/News_209175/15939891.html,-21.1379093,-175.1782218,Specific
2023,Australia,Papua New Guinea,HADR – Disaster Response,Pacific leaders plan disaster relief strategy,https://www.defence.gov.au/news-events/news/2023-10-03/pacific-leaders-plan-disaster-relief-strategy,-9.470884865,147.1843372,Specific
2022,China,Tonga,HADR – Disaster Response,Chinese military planes to deliver 33 tons of relief supplies to Tonga,https://www.aa.com.tr/en/asia-pacific/chinese-military-planes-to-deliver-33-tons-of-relief-supplies-to-tonga/2485913,-21.24397156,-175.1431937,Specific
2023,Japan,Papua New Guinea,HADR – Disaster Response,Pacific Partnership in Moem,https://insidepng.com/pacific-partnership-in-moem/,-3.557399134,143.6967542,Specific
2020,Australia,Fiji,Military Medical Diplomacy,Crew on board Adelaide test negative for Covid-19,https://www.fijitimes.com.fj/crew-on-board-adelaide-test-negative-for-covid-19/,-16.76429202,178.6043902,Specific
2020,Australia,Fiji,HADR – Disaster Response,Australia stands with our Fijian Vuvale following Tropical Cyclone Yasa,https://www.minister.defence.gov.au/media-releases/2020-12-23/australia-stands-our-fijian-vuvale-following-tropical-cyclone-yasa,-18.17219036,178.389484,Specific
2018,Australia,Tonga,Military Exercises,Regional Ties Strengthened As Exercise Kakadu Wraps Up In the Top End,https://www.minister.defence.gov.au/media-releases/2018-09-13/regional-ties-strengthened-exercise-kakadu-wraps-top-end,-21.13890927,-175.1769003,Specific
2018,Australia,Papua New Guinea,Military Exercises,Indo-Pacific Endeavour arrives home,https://www.minister.defence.gov.au/media-releases/2018-08-23/indo-pacific-endeavour-arrives-home,,,Broad
2023,United States of America,Papua New Guinea,Visit Diplomacy (Defence),U.S. Indo-Pacific Commander in Papua New Guinea,https://pg.usembassy.gov/u-s-indo-pacific-commander-travels-to-papua-new-guinea/,-9.446714986,147.2174262,Specific
